id,temperatura,humidade_relativa,luz,CO2,humidade_absoluta,ocupado
1,21.37818754794635,25.52585197922931,134.0091245729376,586.057520905343,0.0036861522080296,0.0
2,19.82780623491129,27.05916930532421,132.64004585429265,393.04608993146473,0.0039891065672516,0.0
3,23.42562721510737,31.104946425917603,436.2000843113933,1349.229342130619,0.0053864340553992,1.0
4,20.16603113696232,31.38429194682693,0.0,477.423360093764,0.0042937985012883,0.0
5,21.156009098820075,23.636922029375537,192.40883415573708,579.184588196966,0.0037413036830913,0.0
6,19.498427100859413,27.369336545147892,195.0839044263514,461.3462722899997,0.0034340098495648,0.0
7,21.660428108831443,31.20928024666581,365.6761932039288,1200.384558693532,0.004801340639578,0.0
8,19.994005935697263,35.63926446968668,0.0,515.5395643780789,0.0051442921205944,0.0
9,21.80994159395657,21.57891544413756,742.5861183929136,774.9872911910049,0.0030106326609749,1.0
10,20.286620510445243,28.135717012846573,0.0,575.2099190272949,0.0040548598616548,0.0
11,21.10720308265612,25.578885710377048,18.452113007341683,773.3500008143526,0.00346810454427,0.0
12,18.926460881805685,27.176038915434493,0.0,496.296208390458,0.0039382420869604,0.0
13,20.362586786138447,22.361190479716388,76.43030205500173,598.2154795580558,0.0032050497795062,0.0
14,20.967961855676613,23.81131872978508,147.00011407634648,474.67303947504047,0.003801060339382,0.0
15,21.895147579164977,25.49047681190516,66.26929300099575,479.1148997653357,0.0043842681827,0.0
16,22.756919604846413,27.677479223302843,0.0,642.1117372695769,0.0052206028741451,0.0
17,19.832543747468534,31.31755445053024,0.0,427.4422220706671,0.0045582643104763,0.0
18,20.461368115827938,27.622477020728493,0.0,1416.2304134122562,0.0040315702500788,0.0
19,19.908719566873785,29.087535980922556,124.49942845695284,722.7734553787435,0.0042449402318764,0.0
20,20.641071614466103,19.182834705043483,0.0,477.7120949996472,0.0031180872401646,0.0
21,20.104768076098605,23.80399132329596,0.0,441.007336581158,0.0037627475514677,0.0
22,21.721196112634235,26.48790956920889,486.1265148056443,613.425657750884,0.0039275326729606,0.0
23,19.53161168833333,19.52805771450557,0.0,446.8329812969328,0.0024832205303929,0.0
24,21.018911668977587,31.191810740517155,0.0,559.2541630832789,0.0053614375390887,0.0
25,20.41268205896884,23.54468888879547,0.0,474.2756154436892,0.0036600413218861,0.0
26,21.337095962574296,25.790884542381157,74.48114700130137,465.2717812493916,0.0041848428878094,0.0
27,22.72184083401477,29.019700320830744,195.02956850525987,611.7380611273783,0.0050675716417203,0.0
28,20.620328641709246,27.03921727113326,754.0390749557681,1514.1250588317466,0.0041046888909475,1.0
